,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,face_id,video
5255,0.027077999999999998,-0.00313,-0.9996280000000001,-0.200153,-0.005673,-0.979748,-0.087,-0.004,46.4,-38.0,404.4,-0.128,0.09,0.033,0.0,0.0,1.21,0.0,2.9,2.02,1.71,1.48,2.11,0.18,0.0,0.0,0.31,0.0,2.11,0.24,0.0,0,444
5256,0.022968000000000002,-0.005535,-0.9997209999999999,-0.20342000000000002,-0.007343000000000001,-0.9790639999999999,-0.091,-0.006999999999999999,44.3,-38.7,405.1,-0.131,0.099,0.027000000000000003,0.0,0.0,1.06,0.0,2.92,2.13,1.82,1.64,2.03,0.24,0.0,0.53,0.29,0.0,2.01,0.66,0.0,0,444
5257,0.026458,0.010598,-0.9995940000000001,-0.20084100000000002,0.010855,-0.979564,-0.08800000000000001,0.011000000000000001,42.1,-37.0,405.3,-0.10800000000000001,0.099,0.015,0.0,0.0,1.21,0.0,3.07,2.82,1.84,1.55,2.2,0.29,0.0,0.33,0.43,0.0,2.0,0.12,0.0,0,444
5258,0.036016,0.01289,-0.999268,-0.19384300000000002,0.013134999999999999,-0.9809450000000001,-0.08,0.013000000000000001,41.7,-36.1,404.5,-0.106,0.09,0.011000000000000001,0.0,0.0,0.91,0.0,2.95,2.12,1.59,1.62,2.3,0.52,0.0,0.01,0.02,0.0,2.05,0.16,0.0,0,444
5259,0.036912,0.004932,-0.9993059999999999,-0.192521,0.005775,-0.981276,-0.078,0.005,41.5,-35.7,403.2,-0.11599999999999999,0.08900000000000001,0.008,0.0,0.0,0.73,0.03,2.82,2.1,1.69,1.44,2.28,0.42,0.03,0.48,0.24,0.0,1.97,0.41,0.0,0,444
5260,0.02924,-0.010173999999999999,-0.9995209999999999,-0.194275,-0.00788,-0.980916,-0.083,-0.009000000000000001,40.7,-37.4,400.2,-0.141,0.09699999999999999,0.004,0.0,0.0,1.04,0.0,3.28,2.01,1.89,1.65,2.44,0.28,0.0,0.0,0.19,0.08,2.18,0.19,0.0,0,444
5261,0.034945,0.009476,-0.999344,-0.195404,0.013380000000000001,-0.980632,-0.081,0.012,40.9,-36.9,404.0,-0.10800000000000001,0.096,-0.005,0.0,0.0,0.85,0.0,3.14,1.95,1.67,1.53,2.44,1.17,0.0,0.12,0.32,0.0,2.17,0.41,0.0,0,444
5262,0.036736000000000005,0.042682,-0.9984129999999999,-0.199302,0.04583,-0.978866,-0.08199999999999999,0.045,42.8,-36.0,407.5,-0.057999999999999996,0.098,-0.011000000000000001,0.0,0.0,0.87,0.0,3.12,1.78,1.51,1.11,2.35,1.25,0.0,0.62,0.7,0.0,1.73,0.45,0.0,0,444
5263,0.038167,0.065035,-0.9971530000000001,-0.20017100000000002,0.06576699999999999,-0.9775510000000001,-0.08199999999999999,0.066,47.5,-36.1,412.2,-0.031,0.091,0.004,0.0,0.0,0.53,0.0,3.24,2.68,1.5,1.29,2.45,0.6,0.0,0.0,1.08,0.0,2.04,0.47,0.0,0,444
5264,0.016507,0.049679,-0.9986290000000001,-0.219627,0.046219,-0.9744879999999999,-0.10300000000000001,0.049,49.9,-37.6,410.1,-0.055999999999999994,0.11599999999999999,0.019,0.0,0.0,0.67,0.0,3.05,2.36,1.85,1.64,2.51,1.15,0.0,0.0,0.56,0.0,2.01,0.13,0.0,0,444
5265,0.00021899999999999998,0.054988999999999996,-0.9984870000000001,-0.232397,0.052172,-0.9712209999999999,-0.11699999999999999,0.054000000000000006,49.5,-38.0,410.4,-0.048,0.138,0.016,0.0,0.0,0.42,0.0,3.13,2.69,1.62,1.9,2.46,1.14,0.0,0.27,0.37,0.0,1.96,0.0,0.0,0,444
5266,-0.02194,0.050695,-0.9984729999999999,-0.250692,0.046338,-0.966957,-0.138,0.049,47.6,-37.7,408.3,-0.055,0.172,0.013999999999999999,0.0,0.0,0.28,0.23,3.02,2.93,1.65,1.61,2.46,1.03,0.0,0.17,0.48,0.0,2.03,0.0,0.0,0,444
5267,-0.018877,0.049082,-0.998616,-0.247619,0.045665,-0.967781,-0.135,0.048,45.5,-36.6,406.8,-0.057999999999999996,0.171,0.013999999999999999,0.26,0.0,0.27,0.0,3.19,2.48,1.49,1.77,2.54,1.17,0.0,0.16,0.09,0.0,2.03,0.52,0.0,0,444
5268,-0.013899000000000002,0.068648,-0.9975440000000001,-0.241115,0.062666,-0.9684709999999999,-0.129,0.067,44.9,-33.1,406.0,-0.038,0.163,0.019,0.0,0.0,0.63,0.0,3.37,2.47,1.95,1.87,2.56,1.41,0.0,0.0,0.0,0.0,1.89,0.32,0.0,0,444
5269,-0.006556,0.065195,-0.997851,-0.235945,0.05899600000000001,-0.969974,-0.12300000000000001,0.063,45.5,-31.8,407.0,-0.039,0.151,0.023,0.0,0.0,0.48,0.0,2.99,2.25,1.55,1.73,2.43,1.28,0.0,0.0,0.3,0.0,1.98,0.0,0.0,0,444
5270,-0.005790999999999999,0.06736,-0.997712,-0.234413,0.060578,-0.970248,-0.121,0.065,46.8,-29.8,408.6,-0.034,0.14800000000000002,0.024,0.0,0.0,0.7,0.0,3.15,2.1,1.46,1.69,2.55,1.16,0.0,0.0,0.35,0.0,1.93,0.0,0.0,0,444
5271,-0.002283,0.05467999999999999,-0.998501,-0.228187,0.046752999999999996,-0.9724940000000001,-0.11599999999999999,0.051,48.7,-28.6,410.2,-0.052000000000000005,0.13699999999999998,0.032,0.0,0.0,0.48,0.0,3.27,2.21,1.66,1.88,2.61,0.92,0.0,0.0,0.43,0.0,2.11,0.14,0.0,0,444
5272,-5.6999999999999996e-05,0.033857,-0.9994270000000001,-0.22762,0.027848,-0.973352,-0.115,0.031,50.1,-27.5,412.7,-0.075,0.13,0.033,0.0,0.0,0.93,0.0,3.12,1.82,1.67,1.58,2.61,1.11,0.0,0.0,0.32,0.0,2.0,0.0,0.0,0,444
5273,-0.00267,0.014790000000000001,-0.9998870000000001,-0.228125,0.009456,-0.9735860000000001,-0.11599999999999999,0.012,51.1,-25.8,414.0,-0.09699999999999999,0.131,0.036000000000000004,0.09,0.0,0.63,0.0,3.07,1.59,1.8,1.78,2.53,1.31,0.0,0.0,0.34,0.0,1.98,0.0,0.09,0,444
5274,0.0068590000000000005,0.007025,-0.9999520000000001,-0.22076500000000002,0.003944,-0.975319,-0.10800000000000001,0.006,54.5,-21.1,417.7,-0.106,0.114,0.032,0.0,0.0,0.61,0.12,3.15,0.87,1.55,1.76,2.3,1.61,0.0,0.05,0.56,0.0,1.8,0.03,0.06,0,444
5275,0.059436,0.246218,-0.96739,-0.13876,0.23735799999999999,-0.961461,-0.040999999999999995,0.24600000000000002,57.2,-130.9,946.6,0.226,0.055,0.01,0.0,0.0,0.02,0.0,0.69,0.1,0.0,0.0,1.5,0.13,0.0,0.0,1.63,0.09,0.1,0.0,0.39,0,691
5276,0.06392,0.22063400000000002,-0.97326,-0.131705,0.21628200000000003,-0.967407,-0.035,0.221,54.4,-129.1,927.7,0.187,0.052000000000000005,-0.015,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,1.84,0.15,0.0,0.0,1.47,0.27,0.18,0.0,0.43,0,691
5277,0.05417,0.21774200000000002,-0.9745020000000001,-0.142545,0.215477,-0.9660489999999999,-0.046,0.22,50.7,-127.3,915.2,0.184,0.07,-0.03,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,1.84,0.25,0.0,0.0,1.42,0.15,0.01,0.0,0.77,0,691
5278,0.052236000000000005,0.214171,-0.975398,-0.14194500000000002,0.212736,-0.966744,-0.046,0.21600000000000003,48.7,-127.2,913.4,0.18,0.071,-0.035,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,1.61,0.29,0.0,0.06,1.51,0.06,0.0,0.19,0.7,0,691
5279,0.031727,0.210281,-0.977126,-0.160457,0.20986300000000002,-0.964475,-0.066,0.213,44.8,-124.4,899.9,0.172,0.1,-0.046,0.0,0.0,0.14,0.0,0.98,0.54,0.0,0.0,1.91,0.45,0.0,0.0,1.41,0.33,0.0,0.0,0.97,0,691
5280,0.00662,0.191884,-0.981395,-0.185981,0.188926,-0.964219,-0.092,0.193,41.0,-123.0,892.9,0.14800000000000002,0.138,-0.037000000000000005,0.0,0.0,0.0,0.0,0.86,0.0,0.17,0.0,1.14,0.21,0.0,0.0,2.09,0.0,0.0,0.09,0.46,0,691
5281,0.003517,0.185671,-0.982606,-0.187408,0.181447,-0.9653780000000001,-0.094,0.18600000000000003,39.0,-122.0,887.1,0.139,0.142,-0.03,0.0,0.0,0.0,0.0,0.69,0.0,0.09,0.0,1.25,0.53,0.0,0.0,1.93,0.0,0.0,0.36,0.48,0,691
5282,0.003393,0.19331800000000002,-0.98113,-0.18731,0.193162,-0.9631219999999999,-0.094,0.196,37.5,-120.4,879.8,0.153,0.14300000000000002,-0.055,0.0,0.0,0.0,0.0,1.02,0.0,0.51,0.0,1.19,0.1,0.0,0.0,1.67,0.09,0.0,0.65,0.7,0,691
5283,0.001208,0.201847,-0.979416,-0.19312,0.19864600000000002,-0.9608559999999999,-0.099,0.204,37.6,-117.2,864.4,0.159,0.149,-0.042,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.82,0.0,0.06,0.0,0.8,0,691
5284,-0.0019879999999999997,0.19212100000000001,-0.981369,-0.195462,0.188772,-0.9623719999999999,-0.10099999999999999,0.19399999999999998,37.4,-115.7,858.7,0.149,0.151,-0.037000000000000005,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,1.64,0.0,0.0,0.0,1.63,0.13,0.17,0.0,0.65,0,691
5285,-0.015015,0.20133299999999998,-0.979408,-0.207285,0.194409,-0.9587690000000001,-0.114,0.201,37.7,-112.4,842.0,0.155,0.171,-0.040999999999999995,0.0,0.0,0.15,0.0,1.05,0.0,0.79,0.0,1.6,0.13,0.0,0.05,1.26,0.25,0.0,0.27,0.6,0,691
5286,-0.018032,0.16760999999999998,-0.9856889999999999,-0.209894,0.160943,-0.9643870000000001,-0.11599999999999999,0.16699999999999998,39.1,-112.7,839.8,0.109,0.17300000000000001,-0.018000000000000002,0.0,0.0,0.0,0.0,0.61,0.0,0.29,0.0,1.17,0.24,0.0,0.0,2.11,0.0,0.0,0.0,0.8,0,691
5287,-0.024340999999999998,0.154138,-0.987749,-0.21691300000000002,0.148541,-0.964823,-0.12300000000000001,0.154,39.5,-111.6,828.8,0.087,0.179,-0.013000000000000001,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,1.25,0.23,0.0,0.0,1.53,0.0,0.0,0.0,0.69,0,691
5288,-0.015383,0.160189,-0.986966,-0.210004,0.15477,-0.9653729999999999,-0.115,0.16,39.9,-110.2,822.2,0.094,0.166,-0.01,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,1.09,0.2,0.0,0.0,1.52,0.0,0.0,0.34,0.8,0,691
5289,0.0035189999999999996,0.176565,-0.984283,-0.198774,0.174575,-0.9643719999999999,-0.1,0.17800000000000002,41.3,-107.3,815.4,0.132,0.14400000000000002,-0.038,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,1.34,0.3,0.0,0.0,1.3,0.07,0.0,0.0,0.56,0,691
5290,-0.008699,0.171095,-0.985216,-0.203577,0.167006,-0.9647100000000001,-0.10800000000000001,0.172,40.9,-103.5,802.0,0.11,0.159,-0.027000000000000003,0.0,0.0,0.0,0.0,0.92,0.0,0.13,0.0,1.31,0.88,0.0,0.0,1.75,0.11,0.0,0.0,0.85,0,691
5291,-0.032884,0.193267,-0.9805950000000001,-0.22776,0.186165,-0.9557549999999999,-0.134,0.19399999999999998,40.0,-98.0,791.6,0.142,0.19899999999999998,-0.036000000000000004,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,1.01,0.78,0.0,0.0,1.4,0.2,0.0,1.07,0.83,0,691
5292,-0.00949,0.194582,-0.9808399999999999,-0.20911100000000002,0.192457,-0.958766,-0.11199999999999999,0.19699999999999998,40.7,-93.3,782.4,0.156,0.163,-0.052000000000000005,0.04,0.0,0.0,0.0,1.26,0.05,0.0,0.0,1.17,0.61,0.0,0.0,1.68,0.0,0.0,0.0,0.85,0,691
5293,-0.012836000000000002,0.199262,-0.9798620000000001,-0.20910900000000002,0.197819,-0.957675,-0.114,0.20199999999999999,40.8,-90.6,774.7,0.159,0.16699999999999998,-0.064,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.91,0.65,0.0,0.0,0.85,0.0,0.0,0.0,0.6,0,691
5294,-0.006923,0.205052,-0.978727,-0.21103400000000003,0.206275,-0.955466,-0.11199999999999999,0.21,41.3,-89.0,778.9,0.17,0.161,-0.063,0.0,0.0,0.0,0.0,0.95,0.0,0.16,0.0,1.25,0.81,0.0,0.0,1.1,0.32,0.0,0.0,0.54,0,691
5295,-0.003169,0.19542400000000001,-0.980714,-0.203675,0.196355,-0.9591459999999999,-0.106,0.19899999999999998,40.2,-85.0,764.1,0.16399999999999998,0.153,-0.066,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,1.22,0.54,0.0,0.0,1.54,0.15,0.0,0.14,0.65,0,691
5296,-0.00818,0.197352,-0.980298,-0.21055,0.198008,-0.9573200000000001,-0.11199999999999999,0.201,40.3,-83.3,756.4,0.165,0.162,-0.069,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,1.14,0.96,0.0,0.0,1.6,0.07,0.0,0.44,0.6,0,691
5297,-0.016902,0.185292,-0.9825379999999999,-0.216748,0.18368099999999998,-0.958792,-0.12,0.188,39.5,-80.4,749.6,0.14,0.17600000000000002,-0.046,0.0,0.0,0.0,0.0,1.37,0.26,0.0,0.0,1.52,0.72,0.0,0.0,1.79,0.0,0.13,0.79,0.9,0,691
5298,-0.009409,0.18698800000000002,-0.982317,-0.21016999999999997,0.186186,-0.959772,-0.113,0.19,38.3,-76.9,736.9,0.131,0.168,-0.054000000000000006,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,1.65,1.12,0.0,0.0,1.86,0.15,0.23,0.5,0.8,0,691
5299,-0.019958,0.173207,-0.984683,-0.21681999999999998,0.17474,-0.9604450000000001,-0.121,0.177,37.6,-75.7,734.2,0.11599999999999999,0.179,-0.055999999999999994,0.0,0.0,0.1,0.0,1.24,0.0,0.0,0.0,1.73,0.66,0.0,0.0,1.55,0.05,0.16,0.0,1.29,0,691
5300,-0.014836000000000002,0.152862,-0.988136,-0.21319000000000002,0.155257,-0.9645959999999999,-0.11599999999999999,0.156,37.0,-73.3,730.5,0.092,0.17300000000000001,-0.063,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,1.09,0.42,0.0,0.0,1.57,0.06,0.0,0.6,1.29,0,691
5301,-0.012435,0.16079000000000002,-0.9869100000000001,-0.217637,0.172068,-0.960743,-0.11800000000000001,0.16899999999999998,36.8,-71.5,739.9,0.09699999999999999,0.172,-0.09300000000000001,0.0,0.0,0.0,0.0,0.63,0.0,0.13,0.0,1.42,0.51,0.0,0.0,1.86,0.0,0.0,0.0,1.63,0,691
5302,-0.037974,0.14841,-0.9881969999999999,-0.23569400000000001,0.15689,-0.9590799999999999,-0.14,0.156,34.3,-68.7,722.4,0.08,0.20600000000000002,-0.086,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,1.78,0.82,0.0,0.0,1.3,0.0,0.0,0.0,1.77,0,691
5303,-0.053075,0.16026700000000002,-0.9856459999999999,-0.25082600000000005,0.166356,-0.9536309999999999,-0.155,0.16699999999999998,30.6,-64.8,707.9,0.09699999999999999,0.225,-0.057,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,1.46,0.73,0.0,0.0,1.41,0.0,0.2,0.0,1.52,0,691
5304,-0.05644400000000001,0.167392,-0.984273,-0.248666,0.173596,-0.9529059999999999,-0.156,0.174,27.6,-60.8,691.9,0.111,0.22399999999999998,-0.059000000000000004,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,1.33,0.94,0.0,0.0,0.98,0.12,0.0,0.51,1.15,0,691
5305,-0.068767,0.174528,-0.982248,-0.263119,0.18297,-0.947254,-0.17,0.183,25.0,-58.8,687.4,0.127,0.24,-0.06,1.04,0.0,0.22,0.0,0.93,0.0,0.0,0.0,1.79,0.57,0.0,0.0,0.94,0.2,0.23,0.62,1.29,0,691
5306,-0.091833,0.184357,-0.97856,-0.278918,0.190777,-0.941174,-0.191,0.193,20.7,-54.0,680.0,0.14300000000000002,0.271,-0.068,1.16,0.0,0.0,0.0,0.94,0.0,0.0,0.1,1.69,0.83,0.0,0.0,1.23,0.5,0.0,0.04,0.73,0,691
5307,-0.10246300000000001,0.190167,-0.97639,-0.290202,0.194529,-0.9369850000000001,-0.20199999999999999,0.198,16.6,-51.0,674.7,0.154,0.289,-0.07200000000000001,1.16,0.0,0.57,0.0,1.26,0.26,0.0,0.0,1.28,0.89,0.0,0.0,1.09,0.15,0.0,0.0,0.85,0,691
5308,-0.134416,0.1949,-0.971569,-0.316461,0.201791,-0.926894,-0.233,0.20600000000000002,14.8,-48.4,668.1,0.161,0.335,-0.099,0.63,0.0,0.35,0.0,0.98,0.0,0.0,0.6,1.19,1.2,0.0,0.0,0.88,0.19,0.0,0.65,1.05,0,691
5309,-0.138741,0.20284000000000002,-0.969333,-0.314255,0.21114000000000002,-0.9255610000000001,-0.235,0.215,11.6,-44.0,659.5,0.17300000000000001,0.34600000000000003,-0.10800000000000001,0.54,0.0,0.32,0.0,1.15,0.09,0.0,0.0,1.28,1.35,0.0,0.0,0.28,0.4,0.0,0.0,0.44,0,691
5310,-0.14368499999999998,0.21634099999999998,-0.9656870000000001,-0.319809,0.22498600000000002,-0.9203819999999999,-0.24100000000000002,0.23,10.6,-40.6,659.3,0.201,0.35700000000000004,-0.124,1.04,0.0,0.87,0.0,1.37,0.0,0.0,0.35,1.68,1.33,0.0,0.0,0.02,0.57,0.0,1.13,0.83,0,691
5311,-0.136205,0.216336,-0.966772,-0.312473,0.230002,-0.9216610000000001,-0.233,0.23199999999999998,11.2,-39.0,662.0,0.205,0.345,-0.146,0.95,0.0,1.08,0.0,1.3,0.0,0.0,0.75,1.85,0.96,0.0,0.0,0.0,0.51,0.0,0.1,0.5,0,691
5312,-0.149091,0.206551,-0.96701,-0.331124,0.220354,-0.9174969999999999,-0.25,0.223,10.2,-35.5,655.7,0.203,0.36700000000000005,-0.138,0.21,0.0,0.1,0.0,1.15,0.0,0.0,0.65,1.48,1.99,0.0,0.0,0.0,0.07,0.0,0.75,0.4,0,691
5313,-0.160636,0.224581,-0.961124,-0.342897,0.237042,-0.9089729999999999,-0.263,0.242,10.2,-31.6,654.2,0.235,0.387,-0.163,0.24,0.0,0.82,0.35,0.66,0.0,0.0,0.62,1.43,1.73,0.0,0.0,0.0,0.0,0.0,0.3,0.22,0,691
5314,-0.151394,0.217446,-0.96426,-0.327962,0.230113,-0.916236,-0.25,0.23399999999999999,10.8,-30.1,647.9,0.221,0.377,-0.172,0.78,0.0,1.07,0.0,1.11,0.0,0.0,0.79,1.25,2.23,0.0,0.0,0.0,0.0,0.0,0.05,0.37,0,691
5315,-0.15195799999999998,0.227706,-0.9618,-0.32350300000000004,0.239531,-0.915407,-0.248,0.244,11.0,-28.5,646.6,0.24100000000000002,0.376,-0.182,0.07,0.0,0.4,0.0,1.2,0.24,0.0,0.86,1.62,2.31,0.0,0.0,0.0,0.12,0.0,0.81,0.36,0,691
5316,-0.143152,0.23354899999999998,-0.96175,-0.317129,0.249433,-0.9149930000000001,-0.24100000000000002,0.252,12.4,-27.7,650.2,0.24600000000000002,0.363,-0.19899999999999998,0.07,0.0,0.72,0.0,1.27,0.03,0.0,0.37,1.32,2.72,0.0,0.0,0.0,0.39,0.0,0.0,0.33,0,691
5317,0.133355,0.197909,-0.9711069999999999,-0.098409,0.21389699999999998,-0.9718870000000001,0.018000000000000002,0.209,-7.4,-17.1,280.3,0.14400000000000002,0.026000000000000002,-0.047,0.78,0.0,1.53,0.25,1.98,3.95,0.52,1.87,2.07,0.36,0.0,0.0,0.47,0.41,2.29,0.6,0.0,0,685
5318,0.134236,0.199578,-0.9706440000000001,-0.0977,0.21599699999999997,-0.9714940000000001,0.019,0.21100000000000002,-8.0,-17.3,280.5,0.14400000000000002,0.027000000000000003,-0.05,0.92,0.0,1.18,0.0,2.25,3.29,0.6,1.81,2.24,0.34,0.0,0.0,0.4,0.31,2.39,0.51,0.0,0,685
5319,0.135037,0.19734100000000002,-0.9709899999999999,-0.096465,0.214083,-0.9720409999999999,0.02,0.209,-8.4,-17.1,280.1,0.141,0.027000000000000003,-0.053,1.07,0.0,1.69,0.87,2.17,2.69,0.51,1.53,2.35,0.35,0.0,0.0,0.56,0.02,2.46,0.78,0.0,0,685
5320,0.13785999999999998,0.200991,-0.969844,-0.09382,0.21727600000000002,-0.971591,0.023,0.212,-8.9,-16.7,279.1,0.145,0.024,-0.051,1.21,0.0,1.5,0.39,2.11,3.09,0.58,1.5,2.3,0.1,0.0,0.0,0.02,0.19,2.31,0.67,0.0,0,685
5321,0.13980599999999999,0.199471,-0.969879,-0.0921,0.21724699999999997,-0.9717620000000001,0.025,0.21100000000000002,-9.5,-16.3,278.7,0.14400000000000002,0.022000000000000002,-0.053,1.09,0.0,1.71,0.01,1.98,2.41,0.31,1.68,2.17,0.47,0.0,0.0,0.25,0.5,2.48,0.34,0.0,0,685
5322,0.139721,0.20012,-0.969758,-0.092364,0.217315,-0.971722,0.024,0.212,-10.0,-16.0,278.0,0.147,0.025,-0.054000000000000006,0.74,0.0,1.62,0.6,2.0,2.86,0.2,1.64,2.3,0.0,0.0,0.0,0.17,0.44,2.53,0.25,0.0,0,685
5323,0.14188800000000001,0.201382,-0.969182,-0.090572,0.21763600000000002,-0.9718190000000001,0.026000000000000002,0.213,-10.3,-15.8,277.1,0.147,0.022000000000000002,-0.052000000000000005,1.03,0.0,1.84,0.2,2.18,3.52,0.24,1.82,2.33,0.0,0.0,0.0,0.19,0.2,2.45,0.25,0.0,0,685
5324,0.142852,0.198198,-0.9696959999999999,-0.08884199999999999,0.214671,-0.9726370000000001,0.027999999999999997,0.209,-10.6,-15.7,276.9,0.14400000000000002,0.02,-0.051,1.03,0.0,1.48,0.74,2.14,2.51,0.43,1.8,2.33,0.31,0.0,0.0,0.3,0.21,2.42,0.82,0.0,0,685
5325,0.146953,0.205943,-0.967467,-0.08582100000000001,0.22366599999999998,-0.97088,0.032,0.218,-11.0,-15.7,276.6,0.153,0.015,-0.05,0.75,0.0,1.55,0.66,2.31,2.92,0.46,1.75,2.35,0.05,0.0,0.0,0.57,0.42,2.5,0.77,0.0,0,685
5326,0.148508,0.20154,-0.9681569999999999,-0.085574,0.219129,-0.971936,0.032,0.214,-11.3,-15.5,276.2,0.147,0.013999999999999999,-0.051,0.92,0.0,1.58,0.6,2.05,2.53,0.15,1.55,2.25,0.0,0.0,0.0,0.57,0.3,2.46,0.37,0.0,0,685
5327,0.147017,0.203984,-0.967872,-0.085698,0.220681,-0.9715739999999999,0.032,0.21600000000000003,-11.5,-15.6,275.5,0.15,0.015,-0.048,0.75,0.0,1.67,0.35,2.18,3.08,0.58,1.88,2.39,0.44,0.0,0.0,0.42,0.36,2.57,0.07,0.0,0,685
5328,0.148733,0.20794899999999997,-0.966765,-0.084482,0.22471,-0.970756,0.033,0.22,-11.7,-15.7,275.1,0.154,0.013000000000000001,-0.047,0.76,0.0,1.75,0.48,2.37,3.2,0.46,1.92,2.43,0.43,0.0,0.0,0.28,0.5,2.53,0.49,0.0,0,685
5329,0.150661,0.208333,-0.966384,-0.08337,0.225135,-0.9707540000000001,0.035,0.22,-12.0,-16.1,274.3,0.155,0.01,-0.044000000000000004,0.94,0.0,1.87,0.26,2.21,2.6,0.41,1.57,2.5,0.26,0.0,0.0,0.29,0.28,2.56,0.4,0.0,0,685
5330,0.150533,0.20646399999999998,-0.9668049999999999,-0.08299400000000001,0.22326999999999997,-0.971217,0.035,0.218,-12.2,-16.8,273.5,0.149,0.012,-0.046,1.16,0.0,1.5,0.0,2.22,2.46,0.42,1.94,2.57,0.14,0.0,0.0,0.63,0.55,2.52,0.85,0.0,0,685
5331,0.151112,0.19627999999999998,-0.968834,-0.082414,0.212977,-0.973575,0.035,0.20800000000000002,-12.3,-17.9,272.7,0.136,0.01,-0.045,0.87,0.0,1.77,0.46,2.23,1.92,0.4,1.67,2.62,0.14,0.0,0.0,0.4,0.33,2.37,0.5,0.0,0,685
5332,0.149528,0.191725,-0.9699909999999999,-0.083646,0.20822399999999996,-0.974498,0.034,0.203,-12.7,-19.2,272.2,0.126,0.013999999999999999,-0.046,0.68,0.0,1.53,0.59,2.26,2.34,0.28,1.71,2.75,0.35,0.0,0.0,0.3,0.71,2.45,0.59,0.0,0,685
5333,0.150654,0.190147,-0.9701280000000001,-0.083217,0.206804,-0.9748370000000001,0.035,0.201,-12.9,-20.8,271.6,0.121,0.013000000000000001,-0.044000000000000004,0.97,0.0,1.53,0.37,2.16,2.75,0.22,1.63,2.65,0.26,0.0,0.0,0.48,0.41,2.52,0.32,0.0,0,685
5334,0.15109,0.189436,-0.970199,-0.082294,0.20600900000000003,-0.9750840000000001,0.035,0.201,-13.3,-22.1,270.5,0.11800000000000001,0.013999999999999999,-0.045,0.87,0.0,1.66,0.79,2.49,2.89,0.44,1.53,2.78,0.82,0.0,0.0,0.25,0.38,2.64,0.28,0.0,0,685
5335,0.152778,0.19453900000000002,-0.968924,-0.080735,0.21078899999999998,-0.9741920000000001,0.037000000000000005,0.20600000000000002,-13.7,-23.0,270.5,0.121,0.012,-0.044000000000000004,1.05,0.0,1.79,0.72,2.3,3.01,0.23,1.56,3.03,0.57,0.0,0.0,0.18,0.58,2.55,0.11,0.0,0,685
5336,0.15515299999999999,0.198147,-0.967815,-0.079972,0.213669,-0.973627,0.039,0.209,-14.1,-23.3,268.9,0.124,0.011000000000000001,-0.045,0.99,0.0,1.25,0.98,2.41,3.11,0.11,1.95,2.92,0.64,0.0,0.0,0.42,0.46,2.57,0.07,0.0,0,685
5337,0.156611,0.205139,-0.9661219999999999,-0.07838300000000001,0.22118800000000002,-0.972076,0.04,0.217,-14.4,-23.2,268.2,0.133,0.012,-0.048,0.68,0.0,1.39,0.68,2.52,3.33,0.04,1.83,2.97,0.0,0.0,0.0,0.0,0.24,2.63,0.29,0.0,0,685
5338,0.159871,0.20859,-0.9648479999999999,-0.076024,0.22511199999999998,-0.9713620000000001,0.043,0.22,-14.7,-23.3,267.8,0.139,0.008,-0.047,0.82,0.0,1.72,0.83,2.61,3.01,0.01,1.63,3.0,0.28,0.0,0.0,0.07,0.64,2.59,0.5,0.0,0,685
5339,0.162119,0.210312,-0.9640989999999999,-0.074188,0.226271,-0.9712350000000001,0.045,0.222,-14.9,-23.2,267.4,0.141,0.004,-0.044000000000000004,1.23,0.0,1.55,0.72,2.69,3.52,0.12,1.68,3.12,0.5,0.0,0.0,0.01,0.65,2.64,0.05,0.0,0,685
5340,0.164161,0.212732,-0.9632219999999999,-0.073187,0.228948,-0.970683,0.047,0.225,-15.1,-23.2,267.0,0.145,0.002,-0.043,0.79,0.0,1.55,0.12,2.64,3.26,0.0,1.64,3.08,0.22,0.0,0.0,0.56,0.62,2.64,0.05,0.0,0,685
